Serial Number:20835041 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Host Connect","Button Down","Button Up","EOF"
2020-11-05 07:33:32,27.24,0, , , , 
2020-11-05 07:34:32,27.24,0, , , , 
2020-11-05 07:35:32,27.28,0, , , , 
2020-11-05 07:36:32,27.24,0, , , , 
2020-11-05 07:37:32,27.24,0, , , , 
2020-11-05 07:38:32,27.20,0, , , , 
2020-11-05 07:39:32,27.20,0, , , , 
2020-11-05 07:40:32,27.15,0, , , , 
2020-11-05 07:41:32,27.20,0, , , , 
2020-11-05 07:42:32,27.24,0, , , , 
2020-11-05 07:43:32,27.24,0, , , , 
2020-11-05 07:44:32,27.24,0, , , , 
2020-11-05 07:45:32,27.20,0, , , , 
2020-11-05 07:46:32,27.20,0, , , , 
2020-11-05 07:47:32,27.20,0, , , , 
2020-11-05 07:48:32,27.24,0, , , , 
2020-11-05 07:49:32,27.24,0, , , , 
2020-11-05 07:50:32,27.20,0, , , , 
2020-11-05 07:51:32,27.20,0, , , , 
2020-11-05 07:52:32,27.24,0, , , , 
2020-11-05 07:53:32,27.28,0, , , , 
2020-11-05 07:54:32,27.28,0, , , , 
2020-11-05 07:55:32,27.28,0, , , , 
2020-11-05 07:56:32,27.20,0, , , , 
2020-11-05 07:57:32,27.24,0, , , , 
2020-11-05 07:58:32,27.24,0, , , , 
2020-11-05 07:59:32,27.24,0, , , , 
2020-11-05 08:00:32,27.20,0, , , , 
2020-11-05 08:01:32,27.20,0, , , , 
2020-11-05 08:02:32,27.15,0, , , , 
2020-11-05 08:03:32,27.24,0, , , , 
2020-11-05 08:04:32,27.24,0, , , , 
2020-11-05 08:05:32,27.24,0, , , , 
2020-11-05 08:06:32,27.24,0, , , , 
2020-11-05 08:07:32,27.24,0, , , , 
2020-11-05 08:08:32,27.15,0, , , , 
2020-11-05 08:09:32,27.24,0, , , , 
2020-11-05 08:10:32,27.32,0, , , , 
2020-11-05 08:11:32,27.32,0, , , , 
2020-11-05 08:12:32,27.32,0, , , , 
2020-11-05 08:13:32,27.28,0, , , , 
2020-11-05 08:14:32,27.24,0, , , , 
2020-11-05 08:15:32,27.24,0, , , , 
2020-11-05 08:16:32,27.24,0, , , , 
2020-11-05 08:17:32,27.28,0, , , , 
2020-11-05 08:18:32,27.28,0, , , , 
2020-11-05 08:19:32,27.28,0, , , , 
2020-11-05 08:20:32,27.24,0, , , , 
2020-11-05 08:21:32,27.20,0, , , , 
2020-11-05 08:22:32,27.20,0, , , , 
2020-11-05 08:23:32,27.24,0, , , , 
2020-11-05 08:24:32,27.24,0, , , , 
2020-11-05 08:25:32,27.24,0, , , , 
2020-11-05 08:26:32,27.20,0, , , , 
2020-11-05 08:27:32,27.15,0, , , , 
2020-11-05 08:28:32,27.24,0, , , , 
2020-11-05 08:29:32,27.24,0, , , , 
2020-11-05 08:30:32,27.20,0, , , , 
2020-11-05 08:31:32,27.20,0, , , , 
2020-11-05 08:32:32,27.20,0, , , , 
2020-11-05 08:33:32,27.24,0, , , , 
2020-11-05 08:34:32,27.28,0, , , , 
2020-11-05 08:35:32,27.24,0, , , , 
2020-11-05 08:36:32,27.20,0, , , , 
2020-11-05 08:37:32,27.15,0, , , , 
2020-11-05 08:38:32,27.24,0, , , , 
2020-11-05 08:39:32,27.28,0, , , , 
2020-11-05 08:40:32,27.20,0, , , , 
2020-11-05 08:41:32,27.20,0, , , , 
2020-11-05 08:42:32,27.20,0, , , , 
2020-11-05 08:43:32,27.20,0, , , , 
2020-11-05 08:44:32,27.24,0, , , , 
2020-11-05 08:45:32,27.15,0, , , , 
2020-11-05 08:46:32,27.20,0, , , , 
2020-11-05 08:47:32,27.24,0, , , , 
2020-11-05 08:48:32,27.28,0, , , , 
2020-11-05 08:49:32,27.28,0, , , , 
2020-11-05 08:50:32,27.24,0, , , , 
2020-11-05 08:51:32,27.24,0, , , , 
2020-11-05 08:52:32,27.20,0, , , , 
2020-11-05 08:53:32,27.20,0, , , , 
2020-11-05 08:54:32,27.24,0, , , , 
2020-11-05 08:55:32,27.24,0, , , , 
2020-11-05 08:56:32,27.15,0, , , , 
2020-11-05 08:57:32,27.24,0, , , , 
2020-11-05 08:58:32,27.28,0, , , , 
2020-11-05 08:59:32,27.28,0, , , , 
2020-11-05 09:00:32,27.28,0, , , , 
2020-11-05 09:01:32,27.24,0, , , , 
2020-11-05 09:02:32,27.20,0, , , , 
2020-11-05 09:03:32,27.15,0, , , , 
2020-11-05 09:04:32,27.24,0, , , , 
2020-11-05 09:05:32,27.28,0, , , , 
2020-11-05 09:06:32,27.24,0, , , , 
2020-11-05 09:07:32,27.20,0, , , , 
2020-11-05 09:08:32,27.15,0, , , , 
2020-11-05 09:09:32,27.20,0, , , , 
2020-11-05 09:10:32,27.24,0, , , , 
2020-11-05 09:11:32,27.24,0, , , , 
2020-11-05 09:12:32,27.32,0, , , , 
2020-11-05 09:13:32,27.28,0, , , , 
2020-11-05 09:14:32,27.32,0, , , , 
2020-11-05 09:15:32,27.20,0, , , , 
2020-11-05 09:16:32,27.24,0, , , , 
2020-11-05 09:17:32,27.20,0, , , , 
2020-11-05 09:18:32,27.24,0, , , , 
2020-11-05 09:19:32,27.28,0, , , , 
2020-11-05 09:20:32,27.24,0, , , , 
2020-11-05 09:21:32,27.28,0, , , , 
2020-11-05 09:22:32,27.24,0, , , , 
2020-11-05 09:23:32,27.15,0, , , , 
2020-11-05 09:24:32,27.20,0, , , , 
2020-11-05 09:25:32,27.24,0, , , , 
2020-11-05 09:26:32,27.24,0, , , , 
2020-11-05 09:27:32,27.15,0, , , , 
2020-11-05 09:28:32,27.15,0, , , , 
2020-11-05 09:29:32,27.20,0, , , , 
2020-11-05 09:30:32,27.24,0, , , , 
2020-11-05 09:31:32,27.32,0, , , , 
2020-11-05 09:32:32,27.28,0, , , , 
2020-11-05 09:33:32,27.24,0, , , , 
2020-11-05 09:34:32,27.20,0, , , , 
2020-11-05 09:35:32,27.20,0, , , , 
2020-11-05 09:36:32,27.28,0, , , , 
2020-11-05 09:37:32,27.28,0, , , , 
2020-11-05 09:38:32,27.28,0, , , , 
2020-11-05 09:39:32,27.24,0, , , , 
2020-11-05 09:40:32,27.20,0, , , , 
2020-11-05 09:41:32,27.24,0, , , , 
2020-11-05 09:42:32,27.28,0, , , , 
2020-11-05 09:43:32,27.28,0, , , , 
2020-11-05 09:44:32,27.28,0, , , , 
2020-11-05 09:45:32,27.28,0, , , , 
2020-11-05 09:46:32,27.20,0, , , , 
2020-11-05 09:47:32,27.20,0, , , , 
2020-11-05 09:48:32,27.20,0, , , , 
2020-11-05 09:49:32,27.28,0, , , , 
2020-11-05 09:50:32,27.20,0, , , , 
2020-11-05 09:51:32,27.20,0, , , , 
2020-11-05 09:52:32,27.20,0, , , , 
2020-11-05 09:53:32,27.24,0, , , , 
2020-11-05 09:54:32,27.24,0, , , , 
2020-11-05 09:55:32,27.28,0, , , , 
2020-11-05 09:56:32,27.20,0, , , , 
2020-11-05 09:57:32,27.15,0, , , , 
2020-11-05 09:58:32,27.24,0, , , , 
2020-11-05 09:59:32,27.28,0, , , , 
2020-11-05 10:00:32,27.24,0, , , , 
2020-11-05 10:01:32,27.24,0, , , , 
2020-11-05 10:02:32,27.24,0, , , , 
2020-11-05 10:03:32,27.15,0, , , , 
2020-11-05 10:04:32,27.20,0, , , , 
2020-11-05 10:05:32,27.24,0, , , , 
2020-11-05 10:06:32,27.24,0, , , , 
2020-11-05 10:07:32,27.24,0, , , , 
2020-11-05 10:08:32,27.20,0, , , , 
2020-11-05 10:09:32,27.20,0, , , , 
2020-11-05 10:10:32,27.20,0, , , , 
2020-11-05 10:11:32,27.24,0, , , , 
2020-11-05 10:12:32,27.28,0, , , , 
2020-11-05 10:13:32,27.28,0, , , , 
2020-11-05 10:14:32,27.24,0, , , , 
2020-11-05 10:15:32,27.15,0, , , , 
2020-11-05 10:16:32,27.20,0, , , , 
2020-11-05 10:17:32,27.24,0, , , , 
2020-11-05 10:18:32,27.28,0, , , , 
2020-11-05 10:19:32,27.24,0, , , , 
2020-11-05 10:20:32,27.20,0, , , , 
2020-11-05 10:21:32,27.20,0, , , , 
2020-11-05 10:22:32,27.20,0, , , , 
2020-11-05 10:23:32,27.28,0, , , , 
2020-11-05 10:24:32,27.24,0, , , , 
2020-11-05 10:25:32,27.20,0, , , , 
2020-11-05 10:26:32,27.15,0, , , , 
2020-11-05 10:27:32,27.15,0, , , , 
2020-11-05 10:28:32,27.28,0, , , , 
2020-11-05 10:29:32,27.28,0, , , , 
2020-11-05 10:30:32,27.32,0, , , , 
2020-11-05 10:31:32,27.24,0, , , , 
2020-11-05 10:32:32,27.20,0, , , , 
2020-11-05 10:33:32,27.20,0, , , , 
2020-11-05 10:34:32,27.28,0, , , , 
2020-11-05 10:35:32,27.28,0, , , , 
2020-11-05 10:36:32,27.32,0, , , , 
2020-11-05 10:37:32,27.32,0, , , , 
2020-11-05 10:38:32,27.24,0, , , , 
2020-11-05 10:39:32,27.20,0, , , , 
2020-11-05 10:40:32,27.20,0, , , , 
2020-11-05 10:41:32,27.24,0, , , , 
2020-11-05 10:42:32,27.28,0, , , , 
2020-11-05 10:43:32,27.28,0, , , , 
2020-11-05 10:44:32,27.24,0, , , , 
2020-11-05 10:45:32,27.24,0, , , , 
2020-11-05 10:46:32,27.15,0, , , , 
2020-11-05 10:47:32,27.20,0, , , , 
2020-11-05 10:48:32,27.28,0, , , , 
2020-11-05 10:49:32,27.24,0, , , , 
2020-11-05 10:50:32,27.20,0, , , , 
2020-11-05 10:51:32,27.15,0, , , , 
2020-11-05 10:52:32,27.20,0, , , , 
2020-11-05 10:53:32,27.28,0, , , , 
2020-11-05 10:54:32,27.24,0, , , , 
2020-11-05 10:55:32,27.24,0, , , , 
2020-11-05 10:56:32,27.24,0, , , , 
2020-11-05 10:57:32,27.20,0, , , , 
2020-11-05 10:58:32,27.24,0, , , , 
2020-11-05 10:59:32,27.28,0, , , , 
2020-11-05 11:00:32,27.24,0, , , , 
2020-11-05 11:01:32,27.20,0, , , , 
2020-11-05 11:02:32,27.15,0, , , , 
2020-11-05 11:03:32,27.24,0, , , , 
2020-11-05 11:04:32,27.24,0, , , , 
2020-11-05 11:05:32,27.20,0, , , , 
2020-11-05 11:06:32,27.20,0, , , , 
2020-11-05 11:07:32,27.15,0, , , , 
2020-11-05 11:08:32,27.20,0, , , , 
2020-11-05 11:09:32,27.28,0, , , , 
2020-11-05 11:10:32,27.28,0, , , , 
2020-11-05 11:11:32,27.28,0, , , , 
2020-11-05 11:12:32,27.24,0, , , , 
2020-11-05 11:13:32,27.15,0, , , , 
2020-11-05 11:14:32,27.20,0, , , , 
2020-11-05 11:15:32,27.28,0, , , , 
2020-11-05 11:16:32,27.28,0, , , , 
2020-11-05 11:17:32,27.28,0, , , , 
2020-11-05 11:18:32,27.24,0, , , , 
2020-11-05 11:19:32,27.20,0, , , , 
2020-11-05 11:20:32,27.20,0, , , , 
2020-11-05 11:21:32,27.28,0, , , , 
2020-11-05 11:22:32,27.24,0, , , , 
2020-11-05 11:23:32,27.24,0, , , , 
2020-11-05 11:24:32,27.20,0, , , , 
2020-11-05 11:25:32,27.15,0, , , , 
2020-11-05 11:26:32,27.24,0, , , , 
2020-11-05 11:27:32,27.28,0, , , , 
2020-11-05 11:28:32,27.32,0, , , , 
2020-11-05 11:29:32,27.28,0, , , , 
2020-11-05 11:30:32,27.37,0, , , , 
2020-11-05 11:31:32,27.32,0, , , , 
2020-11-05 11:32:32,27.28,0, , , , 
2020-11-05 11:33:32,27.24,0, , , , 
2020-11-05 11:34:32,27.20,0, , , , 
2020-11-05 11:35:32,27.20,0, , , , 
2020-11-05 11:36:32,27.24,0, , , , 
2020-11-05 11:37:32,27.28,0, , , , 
2020-11-05 11:38:32,27.28,0, , , , 
2020-11-05 11:39:32,27.24,0, , , , 
2020-11-05 11:40:32,27.24,0, , , , 
2020-11-05 11:41:32,27.15,0, , , , 
2020-11-05 11:42:32,27.20,0, , , , 
2020-11-05 11:43:32,27.24,0, , , , 
2020-11-05 11:44:32,27.24,0, , , , 
2020-11-05 11:45:32,27.28,0, , , , 
2020-11-05 11:46:32,27.24,0, , , , 
2020-11-05 11:47:32,27.20,0, , , , 
2020-11-05 11:48:32,27.20,0, , , , 
2020-11-05 11:49:32,27.20,0, , , , 
2020-11-05 11:50:32,27.28,0, , , , 
2020-11-05 11:51:32,27.28,0, , , , 
2020-11-05 11:52:32,27.24,0, , , , 
2020-11-05 11:53:32,27.24,0, , , , 
2020-11-05 11:54:32,27.20,0, , , , 
2020-11-05 11:55:32,27.20,0, , , , 
2020-11-05 11:56:32,27.24,0, , , , 
2020-11-05 11:57:32,27.24,0, , , , 
2020-11-05 11:58:32,27.20,0, , , , 
2020-11-05 11:59:32,27.15,0, , , , 
2020-11-05 12:00:32,27.20,0, , , , 
2020-11-05 12:01:32,27.28,0, , , , 
2020-11-05 12:02:32,27.24,0, , , , 
2020-11-05 12:03:32,27.24,0, , , , 
2020-11-05 12:04:32,27.15,0, , , , 
2020-11-05 12:05:32,27.24,0, , , , 
2020-11-05 12:06:32,27.28,0, , , , 
2020-11-05 12:07:32,27.28,0, , , , 
2020-11-05 12:08:32,27.24,0, , , , 
2020-11-05 12:09:32,27.24,0, , , , 
2020-11-05 12:10:32,27.20,0, , , , 
2020-11-05 12:11:32,27.20,0, , , , 
2020-11-05 12:12:32,27.24,0, , , , 
2020-11-05 12:13:32,27.32,0, , , , 
2020-11-05 12:14:32,27.32,0, , , , 
2020-11-05 12:15:32,27.28,0, , , , 
2020-11-05 12:16:32,27.24,0, , , , 
2020-11-05 12:17:32,27.20,0, , , , 
2020-11-05 12:18:32,27.11,0, , , , 
2020-11-05 12:19:32,27.20,0, , , , 
2020-11-05 12:20:32,27.28,0, , , , 
2020-11-05 12:21:32,27.37,0, , , , 
2020-11-05 12:22:32,27.37,0, , , , 
2020-11-05 12:23:32,27.32,0, , , , 
2020-11-05 12:24:32,27.28,0, , , , 
2020-11-05 12:25:32,27.28,0, , , , 
2020-11-05 12:26:32,27.24,0, , , , 
2020-11-05 12:27:32,27.20,0, , , , 
2020-11-05 12:28:32,27.11,0, , , , 
2020-11-05 12:29:32,27.20,0, , , , 
2020-11-05 12:30:32,27.24,0, , , , 
2020-11-05 12:31:32,27.28,0, , , , 
2020-11-05 12:32:32,27.24,0, , , , 
2020-11-05 12:33:32,27.24,0, , , , 
2020-11-05 12:34:32,27.20,0, , , , 
2020-11-05 12:35:32,27.15,0, , , , 
2020-11-05 12:36:32,27.15,128, , , , 
2020-11-05 12:37:32,27.28,184, , , , 
2020-11-05 12:38:32,27.28,145, , , , 
2020-11-05 12:39:32,27.24,155, , , , 
2020-11-05 12:40:32,27.32,173, , , , 
2020-11-05 12:41:32,27.28,142, , , , 
2020-11-05 12:42:32,27.28,135, , , , 
2020-11-05 12:43:32,27.28,186, , , , 
2020-11-05 12:44:32,27.32,153, , , , 
2020-11-05 12:45:32,27.32,245, , , , 
2020-11-05 12:46:32,27.32,144, , , , 
2020-11-05 12:47:32,27.32,244, , , , 
2020-11-05 12:48:32,27.28,243, , , , 
2020-11-05 12:49:32,27.20,344, , , , 
2020-11-05 12:50:32,25.91,145, , , , 
2020-11-05 12:51:32,25.14,227, , , , 
2020-11-05 12:52:32,24.62,268, , , , 
2020-11-05 12:52:36, , , ,Logged,Logged, 
2020-11-05 12:52:38, , ,Logged, , ,Logged
